Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
[9]      0.0    0.00    0.00   32746         __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >::base() const [9]
-----------------------------------------------
                0.00    0.00   32522/32522       std::_Niter_base<__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > > >(__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >) [11]
[10]     0.0    0.00    0.00   32522         std::_Iter_base<__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, true>::_S_base(__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >) [10]
                0.00    0.00   32522/32746       __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >::base() const [9]
-----------------------------------------------
                0.00    0.00     196/32522       __gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > > std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > > >(__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >) [251]
                0.00    0.00     446/32522       char* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char*>(__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char*) [179]
                0.00    0.00   31880/32522       bool std::lexicographical_compare<__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > > >(__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >) [24]
[11]     0.0    0.00    0.00   32522         std::_Niter_base<__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > > >(__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >) [11]
                0.00    0.00   32522/32522       std::_Iter_base<__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, true>::_S_base(__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >) [10]
-----------------------------------------------
                0.00    0.00     101/16373       std::vector<char, std::allocator<char> >::operator=(std::vector<char, std::allocator<char> > const&) [218]
                0.00    0.00     112/16373       std::vector<char, std::allocator<char> >::empty() const [215]
                0.00    0.00     220/16373       std::vector<char, std::allocator<char> >::vector(std::vector<char, std::allocator<char> > const&) [196]
                0.00    0.00   15940/16373       bool std::operator< <char, std::allocator<char> >(std::vector<char, std::allocator<char> > const&, std::vector<char, std::allocator<char> > const&) [27]
[12]     0.0    0.00    0.00   16373         std::vector<char, std::allocator<char> >::end() const [12]
                0.00    0.00   16373/32746       __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >::__normal_iterator(char const* const&) [8]
-----------------------------------------------
                0.00    0.00     101/16373       std::vector<char, std::allocator<char> >::operator=(std::vector<char, std::allocator<char> > const&) [218]
                0.00    0.00     112/16373       std::vector<char, std::allocator<char> >::empty() const [215]
                0.00    0.00     220/16373       std::vector<char, std::allocator<char> >::vector(std::vector<char, std::allocator<char> > const&) [196]
                0.00    0.00   15940/16373       bool std::operator< <char, std::allocator<char> >(std::vector<char, std::allocator<char> > const&, std::vector<char, std::allocator<char> > const&) [27]
[13]     0.0    0.00    0.00   16373         std::vector<char, std::allocator<char> >::begin() const [13]
                0.00    0.00   16373/32746       __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >::__normal_iterator(char const* const&) [8]
-----------------------------------------------
                0.00    0.00   11354/11354       bool std::__lexicographical_compare_impl<char const*, char const*, __gnu_cxx::__ops::_Iter_less_iter>(char const*, char const*, char const*, char const*, __gnu_cxx::__ops::_Iter_less_iter) [26]
[14]     0.0    0.00    0.00   11354         bool __gnu_cxx::__ops::_Iter_less_iter::operator()<char const*, char const*>(char const*, char const*) const [14]
-----------------------------------------------
                0.00    0.00    8660/8660        bool std::__lexicographical_compare_impl<char const*, char const*, __gnu_cxx::__ops::_Iter_less_iter>(char const*, char const*, char const*, char const*, __gnu_cxx::__ops::_Iter_less_iter) [26]
[15]     0.0    0.00    0.00    8660         bool std::__lc_rai<std::random_access_iterator_tag, std::random_access_iterator_tag>::__cnd2<char const*>(char const*, char const*) [15]
-----------------------------------------------
                0.00    0.00    8427/8427        std::_Rb_tree_node<std::pair<std::vector<char, std::allocator<char> > const, unsigned short> >::_M_valptr() const [19]
[16]     0.0    0.00    0.00    8427         __gnu_cxx::__aligned_buffer<std::pair<std::vector<char, std::allocator<char> > const, unsigned short> >::_M_ptr() const [16]
                0.00    0.00    8427/8427        __gnu_cxx::__aligned_buffer<std::pair<std::vector<char, std::allocator<char> > const, unsigned short> >::_M_addr() const [17]
-----------------------------------------------
                0.00    0.00    8427/8427        __gnu_cxx::__aligned_buffer<std::pair<std::vector<char, std::allocator<char> > const, unsigned short> >::_M_ptr() const [16]
[17]     0.0    0.00    0.00    8427         __gnu_cxx::__aligned_buffer<std::pair<std::vector<char, std::allocator<char> > const, unsigned short> >::_M_addr() const [17]
-----------------------------------------------
                0.00    0.00     924/8427        std::_Rb_tree<std::vector<char, std::allocator<char> >, std::pair<std::vector<char, std::allocator<char> > const, unsigned short>, std::_Select1st<std::pair<std::vector<char, std::allocator<char> > const, unsigned short> >, std::less<std::vector<char, std::allocator<char> > >, std::allocator<std::pair<std::vector<char, std::allocator<char> > const, unsigned short> > >::_S_key(std::_Rb_tree_node_base const*) [66]
                0.00    0.00    7503/8427        std::_Rb_tree<std::vector<char, std::allocator<char> >, std::pair<std::vector<char, std::allocator<char> > const, unsigned short>, std::_Select1st<std::pair<std::vector<char, std::allocator<char> > const, unsigned short> >, std::less<std::vector<char, std::allocator<char> > >, std::allocator<std::pair<std::vector<char, std::allocator<char> > const, unsigned short> > >::_S_key(std::_Rb_tree_node<std::pair<std::vector<char, std::allocator<char> > const, unsigned short> > const*) [28]
[18]     0.0    0.00    0.00    8427         std::_Select1st<std::pair<std::vector<char, std::allocator<char> > const, unsigned short> >::operator()(std::pair<std::vector<char, std::allocator<char> > const, unsigned short> const&) const [18]
-----------------------------------------------
                0.00    0.00     924/8427        std::_Rb_tree<std::vector<char, std::allocator<char> >, std::pair<std::vector<char, std::allocator<char> > const, unsigned short>, std::_Select1st<std::pair<std::vector<char, std::allocator<char> > const, unsigned short> >, std::less<std::vector<char, std::allocator<char> > >, std::allocator<std::pair<std::vector<char, std::allocator<char> > const, unsigned short> > >::_S_value(std::_Rb_tree_node_base const*) [67]
                0.00    0.00    7503/8427        std::_Rb_tree<std::vector<char, std::allocator<char> >, std::pair<std::vector<char, std::allocator<char> > const, unsigned short>, std::_Select1st<std::pair<std::vector<char, std::allocator<char> > const, unsigned short> >, std::less<std::vector<char, std::allocator<char> > >, std::allocator<std::pair<std::vector<char, std::allocator<char> > const, unsigned short> > >::_S_value(std::_Rb_tree_node<std::pair<std::vector<char, std::allocator<char> > const, unsigned short> > const*) [29]
[19]     0.0    0.00    0.00    8427         std::_Rb_tree_node<std::pair<std::vector<char, std::allocator<char> > const, unsigned short> >::_M_valptr() const [19]
                0.00    0.00    8427/8427        __gnu_cxx::__aligned_buffer<std::pair<std::vector<char, std::allocator<char> > const, unsigned short> >::_M_ptr() const [16]
-----------------------------------------------
                0.00    0.00    7970/7970        bool std::__lexicographical_compare<false>::__lc<char const*, char const*>(char const*, char const*, char const*, char const*) [22]
[20]     0.0    0.00    0.00    7970         __gnu_cxx::__ops::__iter_less_iter() [20]
-----------------------------------------------
                0.00    0.00     110/7970        std::map<std::vector<char, std::allocator<char> >, unsigned short, std::less<std::vector<char, std::allocator<char> > >, std::allocator<std::pair<std::vector<char, std::allocator<char> > const, unsigned short> > >::operator[](std::vector<char, std::allocator<char> > const&) [230]
                0.00    0.00     111/7970        std::map<std::vector<char, std::allocator<char> >, unsigned short, std::less<std::vector<char, std::allocator<char> > >, std::allocator<std::pair<std::vector<char, std::allocator<char> > const, unsigned short> > >::at(std::vector<char, std::allocator<char> > const&) [217]
                0.00    0.00     137/7970        std::_Rb_tree<std::vector<char, std::allocator<char> >, std::pair<std::vector<char, std::allocator<char> > const, unsigned short>, std::_Select1st<std::pair<std::vector<char, std::allocator<char> > const, unsigned short> >, std::less<std::vector<char, std::allocator<char> > >, std::allocator<std::pair<std::vector<char, std::allocator<char> > const, unsigned short> > >::find(std::vector<char, std::allocator<char> > const&) const [200]
                0.00    0.00     312/7970        std::_Rb_tree<std::vector<char, std::allocator<char> >, std::pair<std::vector<char, std::allocator<char> > const, unsigned short>, std::_Select1st<std::pair<std::vector<char, std::allocator<char> > const, unsigned short> >, std::less<std::vector<char, std::allocator<char> > >, std::allocator<std::pair<std::vector<char, std::allocator<char> > const, unsigned short> > >::_M_insert_node(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::_Rb_tree_node<std::pair<std::vector<char, std::allocator<char> > const, unsigned short> >*) [141]
                0.00    0.00     475/7970        std::_Rb_tree<std::vector<char, std::allocator<char> >, std::pair<std::vector<char, std::allocator<char> > const, unsigned short>, std::_Select1st<std::pair<std::vector<char, std::allocator<char> > const, unsigned short> >, std::less<std::vector<char, std::allocator<char> > >, std::allocator<std::pair<std::vector<char, std::allocator<char> > const, unsigned short> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<std::vector<char, std::allocator<char> > const, unsigned short> >, std::vector<char, std::allocator<char> > const&) [143]
                0.00    0.00    1584/7970        std::_Rb_tree<std::vector<char, std::allocator<char> >, std::pair<std::vector<char, std::allocator<char> > const, unsigned short>, std::_Select1st<std::pair<std::vector<char, std::allocator<char> > const, unsigned short> >, std::less<std::vector<char, std::allocator<char> > >, std::allocator<std::pair<std::vector<char, std::allocator<char> > const, unsigned short> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<std::vector<char, std::allocator<char> > const, unsigned short> > const*, std::_Rb_tree_node<std::pair<std::vector<char, std::allocator<char> > const, unsigned short> > const*, std::vector<char, std::allocator<char> > const&) const [199]
                0.00    0.00    5241/7970        std::_Rb_tree<std::vector<char, std::allocator<char> >, std::pair<std::vector<char, std::allocator<char> > const, unsigned short>, std::_Select1st<std::pair<std::vector<char, std::allocator<char> > const, unsigned short> >, std::less<std::vector<char, std::allocator<char> > >, std::allocator<std::pair<std::vector<char, std::allocator<char> > const, unsigned short> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<std::vector<char, std::allocator<char> > const, unsigned short> >*, std::_Rb_tree_node<std::pair<std::vector<char, std::allocator<char> > const, unsigned short> >*, std::vector<char, std::allocator<char> > const&) [113]
[21]     0.0    0.00    0.00    7970         std::less<std::vector<char, std::allocator<char> > >::operator()(std::vector<char, std::allocator<char> > const&, std::vector<char, std::allocator<char> > const&) const [21]
                0.00    0.00    7970/7970        bool std::operator< <char, std::allocator<char> >(std::vector<char, std::allocator<char> > const&, std::vector<char, std::allocator<char> > const&) [27]
-----------------------------------------------
                0.00    0.00    7970/7970        bool std::__lexicographical_compare_aux<char const*, char const*>(char const*, char const*, char const*, char const*) [25]
[22]     0.0    0.00    0.00    7970         bool std::__lexicographical_compare<false>::__lc<char const*, char const*>(char const*, char const*, char const*, char const*) [22]
                0.00    0.00    7970/7970        __gnu_cxx::__ops::__iter_less_iter() [20]
                0.00    0.00    7970/7970        bool std::__lexicographical_compare_impl<char const*, char const*, __gnu_cxx::__ops::_Iter_less_iter>(char const*, char const*, char const*, char const*, __gnu_cxx::__ops::_Iter_less_iter) [26]
-----------------------------------------------
                0.00    0.00    7970/7970        bool std::__lexicographical_compare_impl<char const*, char const*, __gnu_cxx::__ops::_Iter_less_iter>(char const*, char const*, char const*, char const*, __gnu_cxx::__ops::_Iter_less_iter) [26]
[23]     0.0    0.00    0.00    7970         char const* std::__lc_rai<std::random_access_iterator_tag, std::random_access_iterator_tag>::__newlast1<char const*, char const*>(char const*, char const*, char const*, char const*) [23]
-----------------------------------------------
                0.00    0.00    7970/7970        bool std::operator< <char, std::allocator<char> >(std::vector<char, std::allocator<char> > const&, std::vector<char, std::allocator<char> > const&) [27]
[24]     0.0    0.00    0.00    7970         bool std::lexicographical_compare<__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > > >(__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >) [24]
                0.00    0.00   31880/32522       std::_Niter_base<__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > > >(__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >) [11]
                0.00    0.00    7970/7970        bool std::__lexicographical_compare_aux<char const*, char const*>(char const*, char const*, char const*, char const*) [25]
-----------------------------------------------
                0.00    0.00    7970/7970        bool std::lexicographical_compare<__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > > >(__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >) [24]
[25]     0.0    0.00    0.00    7970         bool std::__lexicographical_compare_aux<char const*, char const*>(char const*, char const*, char const*, char const*) [25]
                0.00    0.00    7970/7970        bool std::__lexicographical_compare<false>::__lc<char const*, char const*>(char const*, char const*, char const*, char const*) [22]
-----------------------------------------------
                0.00    0.00    7970/7970        bool std::__lexicographical_compare<false>::__lc<char const*, char const*>(char const*, char const*, char const*, char const*) [22]
[26]     0.0    0.00    0.00    7970         bool std::__lexicographical_compare_impl<char const*, char const*, __gnu_cxx::__ops::_Iter_less_iter>(char const*, char const*, char const*, char const*, __gnu_cxx::__ops::_Iter_less_iter) [26]
                0.00    0.00   11354/11354       bool __gnu_cxx::__ops::_Iter_less_iter::operator()<char const*, char const*>(char const*, char const*) const [14]
                0.00    0.00    8660/8660        bool std::__lc_rai<std::random_access_iterator_tag, std::random_access_iterator_tag>::__cnd2<char const*>(char const*, char const*) [15]
                0.00    0.00    7970/7970        char const* std::__lc_rai<std::random_access_iterator_tag, std::random_access_iterator_tag>::__newlast1<char const*, char const*>(char const*, char const*, char const*, char const*) [23]
-----------------------------------------------
                0.00    0.00    7970/7970        std::less<std::vector<char, std::allocator<char> > >::operator()(std::vector<char, std::allocator<char> > const&, std::vector<char, std::allocator<char> > const&) const [21]
[27]     0.0    0.00    0.00    7970         bool std::operator< <char, std::allocator<char> >(std::vector<char, std::allocator<char> > const&, std::vector<char, std::allocator<char> > const&) [27]
                0.00    0.00   15940/16373       std::vector<char, std::allocator<char> >::end() const [12]
                0.00    0.00   15940/16373       std::vector<char, std::allocator<char> >::begin() const [13]
                0.00    0.00    7970/7970        bool std::lexicographical_compare<__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > > >(__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >) [24]
-----------------------------------------------
                0.00    0.00     110/7503        std::_Rb_tree_iterator<std::pair<std::vector<char, std::allocator<char> > const, unsigned short> > std::_Rb_tree<std::vector<char, std::allocator<char> >, std::pair<std::vector<char, std::allocator<char> > const, unsigned short>, std::_Select1st<std::pair<std::vector<char, std::allocator<char> > const, unsigned short> >, std::less<std::vector<char, std::allocator<char> > >, std::allocator<std::pair<std::vector<char, std::allocator<char> > const, unsigned short> > >::_M_emplace_hint_unique<std::piecewise_construct_t const&, std::tuple<std::vector<char, std::allocator<char> > const&>, std::tuple<> >(std::_Rb_tree_const_iterator<std::pair<std::vector<char, std::allocator<char> > const, unsigned short> >, std::piecewise_construct_t const&, std::tuple<std::vector<char, std::allocator<char> > const&>&&, std::tuple<>&&) [242]
                0.00    0.00     256/7503        std::_Rb_tree_iterator<std::pair<std::vector<char, std::allocator<char> > const, unsigned short> > std::_Rb_tree<std::vector<char, std::allocator<char> >, std::pair<std::vector<char, std::allocator<char> > const, unsigned short>, std::_Select1st<std::pair<std::vector<char, std::allocator<char> > const, unsigned short> >, std::less<std::vector<char, std::allocator<char> > >, std::allocator<std::pair<std::vector<char, std::allocator<char> > const, unsigned short> > >::_M_emplace_hint_unique<std::piecewise_construct_t const&, std::tuple<std::vector<char, std::allocator<char> >&&>, std::tuple<> >(std::_Rb_tree_const_iterator<std::pair<std::vector<char, std::allocator<char> > const, unsigned short> >, std::piecewise_construct_t const&, std::tuple<std::vector<char, std::allocator<char> >&&>&&, std::tuple<>&&) [162]
                0.00    0.00     312/7503        std::_Rb_tree<std::vector<char, std::allocator<char> >, std::pair<std::vector<char, std::allocator<char> > const, unsigned short>, std::_Select1st<std::pair<std::vector<char, std::allocator<char> > const, unsigned short> >, std::less<std::vector<char, std::allocator<char> > >, std::allocator<std::pair<std::vector<char, std::allocator<char> > const, unsigned short> > >::_M_insert_node(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::_Rb_tree_node<std::pair<std::vector<char, std::allocator<char> > const, unsigned short> >*) [141]
                0.00    0.00    1584/7503        std::_Rb_tree<std::vector<char, std::allocator<char> >, std::pair<std::vector<char, std::allocator<char> > const, unsigned short>, std::_Select1st<std::pair<std::vector<char, std::allocator<char> > const, unsigned short> >, std::less<std::vector<char, std::allocator<char> > >, std::allocator<std::pair<std::vector<char, std::allocator<char> > const, unsigned short> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<std::vector<char, std::allocator<char> > const, unsigned short> > const*, std::_Rb_tree_node<std::pair<std::vector<char, std::allocator<char> > const, unsigned short> > const*, std::vector<char, std::allocator<char> > const&) const [199]
                0.00    0.00    5241/7503        std::_Rb_tree<std::vector<char, std::allocator<char> >, std::pair<std::vector<char, std::allocator<char> > const, unsigned short>, std::_Select1st<std::pair<std::vector<char, std::allocator<char> > const, unsigned short> >, std::less<std::vector<char, std::allocator<char> > >, std::allocator<std::pair<std::vector<char, std::allocator<char> > const, unsigned short> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<std::vector<char, std::allocator<char> > const, unsigned short> >*, std::_Rb_tree_node<std::pair<std::vector<char, std::allocator<char> > const, unsigned short> >*, std::vector<char, std::allocator<char> > const&) [113]
[28]     0.0    0.00    0.00    7503         std::_Rb_tree<std::vector<char, std::allocator<char> >, std::pair<std::vector<char, std::allocator<char> > const, unsigned short>, std::_Select1st<std::pair<std::vector<char, std::allocator<char> > const, unsigned short> >, std::less<std::vector<char, std::allocator<char> > >, std::allocator<std::pair<std::vector<char, std::allocator<char> > const, unsigned short> > >::_S_key(std::_Rb_tree_node<std::pair<std::vector<char, std::allocator<char> > const, unsigned short> > const*) [28]
                0.00    0.00    7503/7503        std::_Rb_tree<std::vector<char, std::allocator<char> >, std::pair<std::vector<char, std::allocator<char> > const, unsigned short>, std::_Select1st<std::pair<std::vector<char, std::allocator<char> > const, unsigned short> >, std::less<std::vector<char, std::allocator<char> > >, std::allocator<std::pair<std::vector<char, std::allocator<char> > const, unsigned short> > >::_S_value(std::_Rb_tree_node<std::pair<std::vector<char, std::allocator<char> > const, unsigned short> > const*) [29]
                0.00    0.00    7503/8427        std::_Select1st<std::pair<std::vector<char, std::allocator<char> > const, unsigned short> >::operator()(std::pair<std::vector<char, std::allocator<char> > const, unsigned short> const&) const [18]
-----------------------------------------------
                0.00    0.00    7503/7503        std::_Rb_tree<std::vector<char, std::allocator<char> >, std::pair<std::vector<char, std::allocator<char> > const, unsigned short>, std::_Select1st<std::pair<std::vector<char, std::allocator<char> > const, unsigned short> >, std::less<std::vector<char, std::allocator<char> > >, std::allocator<std::pair<std::vector<char, std::allocator<char> > const, unsigned short> > >::_S_key(std::_Rb_tree_node<std::pair<std::vector<char, std::allocator<char> > const, unsigned short> > const*) [28]
[29]     0.0    0.00    0.00    7503         std::_Rb_tree<std::vector<char, std::allocator<char> >, std::pair<std::vector<char, std::allocator<char> > const, unsigned short>, std::_Select1st<std::pair<std::vector<char, std::allocator<char> > const, unsigned short> >, std::less<std::vector<char, std::allocator<char> > >, std::allocator<std::pair<std::vector<char, std::allocator<char> > const, unsigned short> > >::_S_value(std::_Rb_tree_node<std::pair<std::vector<char, std::allocator<char> > const, unsigned short> > const*) [29]
                0.00    0.00    7503/8427        std::_Rb_tree_node<std::pair<std::vector<char, std::allocator<char> > const, unsigned short> >::_M_valptr() const [19]
-----------------------------------------------
                0.00    0.00    6588/6588        void std::swap<char*>(char*&, char*&) [35]
[30]     0.0    0.00    0.00    6588         std::remove_reference<char*&>::type&& std::move<char*&>(char*&) [30]
-----------------------------------------------
                0.00    0.00     110/4970        std::_Rb_tree<std::vector<char, std::allocator<char> >, std::pair<std::vector<char, std::allocator<char> > const, unsigned short>, std::_Select1st<std::pair<std::vector<char, std::allocator<char> > const, unsigned short> >, std::less<std::vector<char, std::allocator<char> > >, std::allocator<std::pair<std::vector<char, std::allocator<char> > const, unsigned short> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<std::vector<char, std::allocator<char> > const, unsigned short> >, std::vector<char, std::allocator<char> > const&) [143]
                0.00    0.00     366/4970        std::_Rb_tree<std::vector<char, std::allocator<char> >, std::pair<std::vector<char, std::allocator<char> > const, unsigned short>, std::_Select1st<std::pair<std::vector<char, std::allocator<char> > const, unsigned short> >, std::less<std::vector<char, std::allocator<char> > >, std::allocator<std::pair<std::vector<char, std::allocator<char> > const, unsigned short> > >::_M_erase(std::_Rb_tree_node<std::pair<std::vector<char, std::allocator<char> > const, unsigned short> >*) [278]
                0.00    0.00    4494/4970        std::_Rb_tree<std::vector<char, std::allocator<char> >, std::pair<std::vector<char, std::allocator<char> > const, unsigned short>, std::_Select1st<std::pair<std::vector<char, std::allocator<char> > const, unsigned short> >, std::less<std::vector<char, std::allocator<char> > >, std::allocator<std::pair<std::vector<char, std::allocator<char> > const, unsigned short> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<std::vector<char, std::allocator<char> > const, unsigned short> >*, std::_Rb_tree_node<std::pair<std::vector<char, std::allocator<char> > const, unsigned short> >*, std::vector<char, std::allocator<char> > const&) [113]
[31]     0.0    0.00    0.00    4970         std::_Rb_tree<std::vector<char, std::allocator<char> >, std::pair<std::vector<char, std::allocator<char> > const, unsigned short>, std::_Select1st<std::pair<std::vector<char, std::allocator<char> > const, unsigned short> >, std::less<std::vector<char, std::allocator<char> > >, std::allocator<std::pair<std::vector<char, std::allocator<char> > const, unsigned short> > >::_S_right(std::_Rb_tree_node_base*) [31]
-----------------------------------------------
                0.00    0.00       3/3380        char* std::vector<char, std::allocator<char> >::_M_allocate_and_copy<__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > > >(unsigned long, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >) [266]
                0.00    0.00     110/3380        std::vector<char, std::allocator<char> >::_M_erase_at_end(char*) [236]
                0.00    0.00     111/3380        std::vector<char, std::allocator<char> >::operator=(std::vector<char, std::allocator<char> > const&) [218]
                0.00    0.00     220/3380        std::vector<char, std::allocator<char> >::vector(std::vector<char, std::allocator<char> > const&) [196]
                0.00    0.00     226/3380        void std::vector<char, std::allocator<char> >::_M_emplace_back_aux<char const&>(char const&) [206]
                0.00    0.00     512/3380        void std::vector<char, std::allocator<char> >::_M_range_initialize<char const*>(char const*, char const*, std::forward_iterator_tag) [101]
                0.00    0.00     732/3380        std::_Vector_base<char, std::allocator<char> >::_Vector_base(std::_Vector_base<char, std::allocator<char> >&&) [79]
                0.00    0.00    1466/3380        std::vector<char, std::allocator<char> >::~vector() [45]
[32]     0.0    0.00    0.00    3380         std::_Vector_base<char, std::allocator<char> >::_M_get_Tp_allocator() [32]
-----------------------------------------------
                0.00    0.00     256/2744        std::_Tuple_impl<0ul, std::vector<char, std::allocator<char> >&&>::_Tuple_impl<std::vector<char, std::allocator<char> ><>, void>(std::vector<char, std::allocator<char> ><>&&, (void&&)...) [151]
                0.00    0.00     256/2744        std::tuple<std::vector<char, std::allocator<char> >&&>::tuple<std::vector<char, std::allocator<char> >, void>(std::vector<char, std::allocator<char> >&&) [160]
                0.00    0.00     256/2744        std::tuple<std::vector<char, std::allocator<char> >&&> std::forward_as_tuple<std::vector<char, std::allocator<char> > >(std::vector<char, std::allocator<char> >&&) [164]
                0.00    0.00     366/2744        void std::vector<std::vector<char, std::allocator<char> >, std::allocator<std::vector<char, std::allocator<char> > > >::emplace_back<std::vector<char, std::allocator<char> > >(std::vector<char, std::allocator<char> >&&) [137]
                0.00    0.00     366/2744        decltype (_S_construct({parm#1}, {parm#2}, (forward<std::vector<char, std::allocator<char> > >)({parm#3}))) std::allocator_traits<std::allocator<std::vector<char, std::allocator<char> > > >::construct<std::vector<char, std::allocator<char> >, std::vector<char, std::allocator<char> > >(std::allocator<std::vector<char, std::allocator<char> > >&, std::vector<char, std::allocator<char> >*, std::vector<char, std::allocator<char> >&&) [134]
                0.00    0.00     366/2744        _ZNSt16allocator_traitsISaISt6vectorIcSaIcEEEE12_S_constructIS2_IS2_EEENSt9enable_ifIXsrSt6__and_IINS4_18__construct_helperIT_IDpT0_EE4typeEEE5valueEvE4typeERS3_PS9_DpOSA_ [133]
                0.00    0.00     366/2744        void __gnu_cxx::new_allocator<std::vector<char, std::allocator<char> > >::construct<std::vector<char, std::allocator<char> >, std::vector<char, std::allocator<char> > >(std::vector<char, std::allocator<char> >*, std::vector<char, std::allocator<char> >&&) [125]
                0.00    0.00     512/2744        std::_Head_base<0ul, std::vector<char, std::allocator<char> >&&, false>::_Head_base<std::vector<char, std::allocator<char> > >(std::vector<char, std::allocator<char> >&&) [97]
[33]     0.0    0.00    0.00    2744         std::vector<char, std::allocator<char> >&& std::forward<std::vector<char, std::allocator<char> > >(std::remove_reference<std::vector<char, std::allocator<char> > >::type&) [33]
-----------------------------------------------
                0.00    0.00    1244/2488        std::_Miter_base<char const*>::iterator_type std::__miter_base<char const*>(char const*) [57]
                0.00    0.00    1244/2488        std::_Niter_base<char const*>::iterator_type std::__niter_base<char const*>(char const*) [58]
[34]     0.0    0.00    0.00    2488         std::_Iter_base<char const*, false>::_S_base(char const*) [34]
-----------------------------------------------
